Sample	Control-Sample 1	Control-Sample 2	Control-Sample 3	Control-Sample 4	Control-Sample 5	Control-Sample 6	Control-Sample 7	Control-Sample 8	Control-Sample 9	Control-Sample 10	Control-Sample 11
RN7SL177P	4.535829016	4.636729013	4.674313753	4.997193033	4.931579058	4.796452397	5.036709921	4.998822822	5.002036369	4.96110468	4.992392302
RN7SL178P	7.100210276	7.005197853	7.057547748	7.964981923	8.006769269	7.156821304	6.987752882	6.96264156	8.035442462	8.022284578	8.054219005
RN7SL180P	7.068971699	7.163186732	7.040497958	7.735400323	7.887080452	7.1571549	6.717649008	7.016150848	7.848829472	7.808764725	7.793817869
RN7SL181P	4.42387394	4.505008025	4.475636167	4.84508353	4.914832373	4.753476177	4.534323117	4.591128848	4.745909573	5.174358477	4.812051485
RN7SL182P	4.507610724	4.705900514	4.534341795	4.584301114	4.748139167	4.700700489	4.548701711	4.59736431	4.691204719	4.490544459	4.50051527
RN7SL183P	5.394946227	5.360016555	5.394706196	5.91492563	5.525827716	5.515636768	5.386310882	5.481547594	5.729289005	5.590781642	5.631241093
RN7SL184P	5.464348068	5.370708328	5.644983936	5.92702887	5.980626298	5.557505058	5.764229366	5.699262887	5.695445463	5.673788186	6.101946265
RN7SL186P	5.032268384	5.024700872	5.079540251	5.371558863	5.466669532	5.279181539	5.359088888	5.326472632	5.683261335	5.640678764	5.701246847
RN7SL187P	4.221080518	4.340042349	4.365314599	4.551171452	4.747843876	4.458132608	4.273665075	4.39641983	4.477968686	4.422582866	4.462032681
RN7SL188P	4.902546358	5.026144945	4.919549844	6.571928562	5.969861921	5.245328322	5.315866881	5.572535013	6.006823116	6.210324568	5.7312104
RN7SL189P	5.343596142	5.617292605	5.624367061	6.88553776	6.87491989	6.068434354	5.932557296	5.965149359	6.619386598	6.839480961	7.160093273
RN7SL18P	6.947023205	7.080860155	7.132463742	8.540066028	8.548282482	7.514422133	7.273674398	7.417852515	8.376516134	8.784948867	8.636972565
RN7SL191P	6.039355572	6.134198346	5.821751026	6.977543249	6.915377485	6.110876849	6.115869744	6.180368689	6.594055823	6.839657315	6.489170397
RN7SL192P	7.27452259	7.278198533	7.49935162	7.827495144	8.149493102	8.026235705	7.87432976	7.906517851	8.248795717	8.290917371	8.012144026
RN7SL193P	6.805305355	6.946415061	6.861471573	8.485080603	8.663501178	7.146074753	6.704581515	6.910180994	8.258306914	8.346682149	8.545528268
RN7SL197P	7.094816663	7.037975169	7.159457638	8.284916615	7.537218401	7.467401765	7.468436694	7.41067182	8.053643558	8.209097522	8.245885415
RN7SL199P	6.572869968	6.826739139	6.707938855	8.610489683	8.476507254	7.621656306	7.860528335	7.238328303	7.993317719	7.86032968	8.438105682
RN7SL19P	5.244460884	5.281590693	5.134943749	5.956948765	5.638699449	5.457272519	5.506570208	5.371987426	5.953314135	5.795696827	5.795117547
RN7SL200P	6.675124333	6.222673204	6.51382864	6.066782379	6.311659321	6.238628292	6.156948686	6.316370241	6.546592002	6.230765976	6.089218466
RN7SL201P	4.427029516	4.446792178	4.435788588	5.000067625	5.034647121	4.504283512	4.355023314	4.466078909	4.738400362	4.911643651	4.985067739
RN7SL205P	4.749893556	4.707486139	4.953963599	5.819747366	6.22087744	4.89750183	4.777025123	4.785283749	6.128608915	5.352825603	6.239365579
RN7SL208P	6.760580245	6.730653541	6.669948004	7.75481403	8.071306822	7.291971846	7.167819536	7.066487492	7.850180585	7.909647115	8.034798963
RN7SL209P	6.102828171	6.273944755	6.582914224	6.258400203	6.811355425	6.864272828	6.68199734	6.821620937	7.235018556	7.341914607	7.099284683
RN7SL20P	4.810180865	4.875131294	4.791725528	4.854449536	4.972701843	5.205865566	4.807483728	4.793365306	5.008415176	5.066765161	4.935949992
RN7SL210P	6.538105104	6.818761105	6.591839462	8.316037102	8.646501109	7.374943828	6.997202067	7.216474267	8.612923772	8.415995221	8.501060906
RN7SL211P	6.557900178	6.534122315	6.610601151	7.693236032	7.762508279	6.878149031	6.648149028	6.792881375	7.694699148	7.695924237	8.064338592
RN7SL213P	4.130403762	4.059588901	4.093340443	4.011057253	4.061447882	4.260108481	4.175045486	4.181388834	4.119322973	4.144340101	4.07907085
RN7SL214P	6.840853439	6.597510317	7.6721778	6.423090692	6.829278761	6.315254646	6.081769951	6.654836488	7.229664823	6.949429879	6.421206465
RN7SL215P	7.021546353	6.965287912	7.070764981	7.930228757	7.76075986	7.269725145	7.197708158	7.38977329	8.142556393	8.138430526	8.385111745
RN7SL216P	6.26692893	6.43045757	6.526927974	7.73003531	7.483904432	6.623820051	6.649457386	6.600458583	7.698211531	7.755481824	7.390211957
RN7SL217P	6.711233326	6.817162749	6.736456053	7.706095358	7.787047134	7.114065044	6.448940585	6.989434239	8.198125771	8.04063494	8.440445638
RN7SL218P	6.361150731	6.341526829	6.248969295	7.545219344	7.678191655	6.60633266	6.331203596	6.68429979	7.761564529	8.039615484	7.671399532
RN7SL219P	7.476835294	7.456740451	7.404911635	9.549284113	9.316899212	7.892646025	7.549322624	7.737848974	9.096564948	9.242562018	9.48935427
RN7SL220P	9.291175305	9.17427907	9.140021942	10.97397713	10.92164757	9.885223531	9.775417689	9.797549672	10.64909447	10.61788983	10.87614088
RN7SL221P	6.63874578	6.612998205	6.785838225	7.601800496	7.571608556	6.552071148	6.535612873	6.423095735	7.150072197	7.524933432	7.241849715
RN7SL222P	5.078058985	5.178399938	5.17655416	6.033988956	5.981402882	5.463955891	5.363612651	5.359067797	5.853698797	6.009875634	6.402512428
RN7SL223P	7.159205324	7.275016362	7.302099669	8.421366383	8.601124495	7.55376751	7.719525725	7.61603416	8.303643777	8.338522469	8.253894747
RN7SL225P	5.286448718	5.418345141	5.339069668	6.331780444	6.32498697	5.513193838	5.543860842	5.834380029	6.451463355	6.575472688	6.641941907
RN7SL228P	6.163828775	6.327725084	6.348758247	7.154443466	7.112387376	6.35097453	6.265089908	6.306464585	7.180495998	7.438991405	7.437119519
RN7SL229P	4.667466405	4.524859798	4.540938588	5.57075739	5.583810891	4.702823743	4.65866279	4.71422903	5.310001949	5.71558866	5.572074133
RN7SL22P	5.129320114	5.405042727	5.355742223	6.148923939	6.430708451	5.662367879	5.412476698	5.417214551	6.401048452	6.301031531	6.394217437
RN7SL230P	8.441583073	8.596476775	8.483747268	6.972313552	6.569481978	6.725727526	7.007341289	6.802089794	6.930666384	6.562515671	6.759089238
RN7SL231P	7.234328867	7.19266762	7.399188187	8.694545939	8.673171249	7.674361779	7.416831299	7.772796217	8.230928291	8.999236184	8.805627807
RN7SL233P	6.670217178	6.782067772	6.856674516	8.056805681	8.22095384	7.34416273	6.766608412	7.019546252	7.896544327	8.454175893	8.33506426
RN7SL234P	5.265448148	5.345807947	5.315399578	6.176976944	6.536570499	5.490021314	5.220743974	5.60543507	6.148753146	6.274582225	6.721823773
RN7SL236P	5.568725308	5.507880248	5.328247665	7.036887913	6.608328757	5.891859025	5.645514336	6.114858391	6.635477258	6.841809624	6.927078663
RN7SL237P	6.534263969	6.360611845	6.436130183	8.062515713	7.886733033	6.481043786	6.118417871	6.396918116	7.856301019	8.021707351	8.130936016
RN7SL239P	6.125361806	6.204927128	5.703875896	5.365139594	5.644663873	6.706502925	7.392480575	6.527566145	5.934212173	5.797352853	5.762925459
RN7SL23P	6.743730376	6.920400498	6.946953048	7.149655678	7.387060914	6.979453777	6.655237324	7.020513313	7.334094474	7.594242482	7.643156313
RN7SL240P	5.531057013	5.384985735	5.696294343	6.144833599	6.455180888	5.739440397	5.493961096	5.696386159	6.2282338	6.659410849	6.086900505
RN7SL241P	7.741871424	7.685428613	8.091594061	8.545891168	8.694664329	7.730972743	7.714808746	7.830134875	8.819671376	8.706084994	9.085740657
RN7SL242P	6.882190608	6.99394603	6.937921072	7.297402375	7.544091213	7.704346347	7.361794673	7.407879558	7.479626692	7.427723488	7.091995958
RN7SL246P	6.832864704	6.935011783	7.036151628	6.344393564	6.447294861	7.778241436	7.70025937	7.81653571	6.666273719	6.522669404	6.304171501
RN7SL250P	4.420475665	4.394335783	4.557036287	4.910742254	5.018197953	4.721657014	4.582495789	4.440686484	5.149600811	4.952599154	4.609489041
RN7SL251P	5.258070368	5.050701937	5.202123824	5.620753542	5.642828625	5.197224558	5.029019924	5.259140642	5.835580535	5.90789292	5.969719202
RN7SL252P	4.201320198	4.181102551	4.115599286	4.469345515	4.352264173	4.27802193	4.363668714	4.237892539	4.48984475	4.381719438	4.57080292
RN7SL253P	8.458722393	8.61266212	8.824350995	10.65479711	10.71140887	10.97126332	10.47837528	10.70102916	11.00132374	10.75094142	9.977866615
RN7SL254P	7.508492038	7.420777123	7.348205857	8.630685764	8.731373343	8.389222616	7.692448122	7.681147032	8.629669899	8.793408227	8.663789344
RN7SL255P	4.322490636	4.366783803	4.337761036	5.233389594	5.064240496	4.310863584	4.325235286	4.383545328	4.57846176	4.855571175	5.452318676
RN7SL257P	8.387991446	8.461753636	8.548613868	9.109577344	8.986720945	8.601588815	8.533968193	8.62619453	9.22971769	9.198982729	8.956437146
RN7SL258P	6.845941607	6.745156642	6.894441886	7.974110531	7.585916468	7.012132849	7.399521469	7.268350174	7.524604397	7.767509144	7.856220082
RN7SL259P	6.437194441	6.306300523	6.345307659	7.417464369	7.153298683	6.544989153	6.492657575	6.555875959	6.921805241	7.145738585	6.939273601
RN7SL263P	6.776775159	6.773574423	6.859808081	8.344810747	7.951552827	7.13812842	7.205744385	7.205949604	7.92137682	8.059138926	8.251127315
RN7SL265P	4.732138928	4.768486068	4.740490477	5.033964736	4.981345795	4.829463978	4.959784063	4.894036799	4.989397906	5.237980467	5.311782821
RN7SL266P	5.744667027	5.891749686	5.88315646	7.438949834	7.510186579	5.980834189	6.137247341	5.841890116	7.347275878	7.429984122	7.197993131
RN7SL267P	4.578781759	4.760290152	4.724863059	5.371182458	5.116252458	4.778576564	4.56553625	4.795574756	5.008867807	5.132313613	5.214540608
RN7SL268P	5.796662641	5.889724191	5.838820699	5.967332331	6.224360615	5.952051617	6.076045954	6.109573688	6.517286718	6.175756116	6.221687647
RN7SL269P	4.351515261	4.48536242	4.612340702	4.810761839	4.632954496	4.54303182	4.643111567	4.695192093	4.477431245	4.622901075	4.629927756
RN7SL26P	6.887159677	6.590149871	6.584416878	7.914104041	7.870173581	7.122020377	6.712884621	6.921983712	7.576151742	7.905790121	7.717731251
RN7SL270P	7.302328191	7.343061321	7.210593424	8.527422269	8.77332386	7.854033061	7.887866408	7.765183312	8.804686045	8.332945082	8.736165127
RN7SL271P	6.590801099	6.491500394	6.873370284	7.521427699	7.395422743	7.29362798	6.777196126	6.725768418	7.543959797	7.452257717	7.644375467
RN7SL272P	8.833968468	8.958558515	8.929468509	10.01023436	9.797261082	9.601622241	9.333777029	9.36497507	9.802962191	10.03554144	9.989238371
RN7SL273P	5.919111216	5.729395061	5.984092569	7.163649676	6.887598378	6.626588071	6.34243563	6.579610104	6.618966868	7.013049045	7.129334541
RN7SL277P	10.3685392	10.37710205	10.51000257	11.12420534	11.09820978	11.91715573	11.5573919	11.79111404	11.45606687	11.35705159	10.90704838
RN7SL278P	7.468835799	7.470097547	7.73003531	9.337731159	9.309755998	8.319175333	7.843644731	8.149122155	9.330771257	9.436463785	9.100867298
RN7SL280P	5.986945589	5.783446177	5.240718838	5.928936393	5.98782563	6.744860741	6.621278269	6.397907328	6.292317951	5.953609805	5.896153153
RN7SL282P	7.158215828	7.225149583	7.426415727	7.980579461	8.059187608	7.405303172	7.349542206	7.462485913	8.165067776	8.382541893	8.405881772
RN7SL283P	5.036481355	4.838109697	4.957083463	6.048654702	6.057432942	5.089862507	4.979371459	4.970444158	5.661478841	5.448028729	5.403973216
RN7SL284P	7.573026051	7.329051819	7.391527159	8.12535664	8.127669388	7.804898963	7.534186139	7.4587839	8.310571886	8.444911349	8.32629465
RN7SL285P	5.64413893	5.589541793	5.239004623	5.736753683	5.499275073	5.361410448	5.291787714	5.357214163	5.59159864	5.783718558	5.808449409
RN7SL288P	8.577851755	8.199662531	7.544547208	8.783427187	8.620919922	7.674764288	8.232348971	7.582382881	8.449693423	8.778586419	8.512645662
RN7SL28P	4.325602285	4.35781237	4.306152852	4.732931233	4.512530314	4.461646422	4.470165894	4.531000851	4.631430278	4.508314551	4.436281792
RN7SL290P	5.058368452	4.839299545	5.047067185	6.011864585	6.218213508	5.018509553	4.913798965	4.861945442	5.704147116	6.235353703	5.997795953
RN7SL291P	5.94865691	5.350232021	5.824360542	6.877597029	6.524728186	6.006995861	5.925000101	5.950055423	6.892755297	6.955243048	6.159384976
RN7SL292P	6.355782739	6.385638108	6.494647613	8.024347386	7.885897666	6.651783619	6.426744455	6.723531258	6.945794957	7.578025421	7.976249059
RN7SL293P	7.946532031	7.839449466	7.889224067	9.112220545	9.030948476	7.881193513	7.833351856	8.013434344	8.854469484	8.956541691	9.12651864
RN7SL294P	8.063384295	8.118297425	7.990325245	9.551069913	9.174294053	8.102469175	7.891407035	8.052290896	9.155685996	9.50449725	9.754508411
RN7SL296P	5.579107722	5.320473847	5.401743087	5.935301797	6.10125086	5.339443854	5.675194919	5.564500116	5.97384543	6.315020914	6.545528268
RN7SL297P	6.951389634	6.805872822	7.000214134	7.456986803	7.24055285	6.898970138	7.345156829	7.236052472	7.293765906	6.936319922	7.337086645
RN7SL299P	7.367502118	7.435395237	7.595540957	8.04047056	8.479460977	7.750586408	7.854400912	7.730918415	8.475356498	8.693364985	8.726633705
RN7SL300P	9.002803766	9.05872777	9.202628311	11.11982303	10.87222854	10.70200814	10.54577536	10.5855635	10.93985098	11.05031123	11.05105256
RN7SL302P	7.151036841	7.370277641	7.274392132	8.475725326	7.996569524	7.765640823	7.388318713	7.609747576	8.74874969	8.698218478	8.500865775
RN7SL303P	6.151517906	6.188925064	6.150324082	7.126012639	7.323667297	6.371280054	6.20498971	6.21095182	7.391234996	7.4223087	7.744638775
RN7SL304P	7.038502029	7.133584074	6.966880316	7.821014973	7.82556941	7.675187861	7.677501195	7.70573605	7.780887482	8.097300019	7.615004242
RN7SL305P	5.714896644	5.644851306	5.729147584	7.783155407	7.698649111	6.706696307	6.249562906	6.797920863	7.269453996	7.513380202	7.435245202
RN7SL306P	5.991381254	6.040241493	5.878215257	7.152507948	6.584759607	5.977103583	5.893129186	6.025502821	6.85954721	6.931032942	7.53142825
RN7SL307P	6.057708028	5.951536509	5.988021122	6.78582515	7.076302548	6.012906067	5.813024379	5.794210495	6.826154393	6.958575914	6.963266028
RN7SL308P	4.794311885	4.880724702	4.746038607	5.089510862	5.042600566	5.08498692	5.183907272	4.946347213	5.068434354	5.133086713	5.124179225
RN7SL309P	7.272209861	7.448058473	7.322757406	8.568225961	8.379114065	8.018394936	7.746326204	7.737172967	8.383669736	8.509723549	8.840696111
RN7SL30P	5.084923161	5.110943646	5.058203916	5.497398404	5.41987593	5.947359914	5.887798187	5.810533077	5.509819333	5.474809162	5.36797905
RN7SL310P	5.097096661	5.397494953	5.516358755	6.467890801	6.757049923	5.670285172	5.42790782	5.584529627	6.587857008	6.562083643	6.411094008
RN7SL311P	6.23328221	6.091562327	6.231547611	6.685771992	6.707718035	6.376833862	6.374893416	6.492223341	6.759648546	6.843531675	6.907467558
RN7SL313P	7.272918995	7.381880334	7.271976517	8.722961183	8.676320306	7.696786743	7.104808394	7.512203179	8.585289324	8.948171549	9.230556091
RN7SL314P	5.586497553	5.59996341	5.63495622	7.134683005	6.616817877	5.811139604	5.807893256	5.674709215	6.540289255	6.621112664	6.975332116
RN7SL317P	6.489846355	6.322387881	6.321188524	7.24057193	7.174326515	6.897494569	6.334049768	6.73548156	7.094267745	7.276952554	7.075575415
RN7SL318P	4.605233554	4.578371182	4.705447158	5.592732095	5.314123684	4.610829965	4.681516732	4.745597692	5.449270826	5.819566006	5.141007637
RN7SL319P	4.761902223	4.965424143	5.137913322	5.652236942	5.695754457	4.932387215	4.852343484	4.948180312	5.656507811	5.867011801	5.545591589
RN7SL320P	5.4903134	5.849043483	5.54210015	7.435411907	6.917300465	5.778721105	5.824281613	5.472227803	6.546030127	6.701576779	6.983803082
RN7SL321P	5.191977113	5.541236037	5.437400873	6.241413107	6.288524677	5.775366656	5.454613506	5.921407766	6.142580898	6.338873627	6.498204586
RN7SL322P	7.577391061	7.3969729	7.604975691	8.730239152	8.79751887	7.636965317	7.352564336	7.441915002	8.722008279	8.837435561	8.899526109
RN7SL323P	5.016687965	5.049831128	5.02238113	5.668598544	5.792584692	5.35685512	5.201684825	5.353302116	5.515621	5.438841743	5.450234695
RN7SL325P	5.298892881	5.487393091	5.291603558	6.377810914	6.70807685	5.506522605	5.500547137	5.492551833	6.049500083	6.614564095	6.142105015
RN7SL326P	6.115070709	6.359167973	6.326850099	7.462526811	7.477159211	6.637847855	6.357726173	6.774760709	7.739510606	7.642087805	7.240447906
RN7SL328P	7.947940785	7.655387609	7.517984267	7.260430322	7.456625473	8.946915045	8.479719645	8.790706886	7.443614939	7.460791701	6.768025487
RN7SL329P	6.323760956	6.324754809	6.159923797	6.726681383	6.667281887	7.156022383	7.042097095	6.87740071	6.757436682	6.357182487	6.388516759
RN7SL330P	6.007552094	5.784085143	5.555619857	5.840289496	5.773004659	5.8405866	6.241937402	5.566529022	5.760896885	5.630883029	5.622388653
RN7SL332P	5.170542022	5.477279042	5.448626787	6.311592119	6.274656764	5.738605727	5.60478004	5.561151976	6.412183665	6.246499298	6.161351609
RN7SL333P	8.12193234	8.089365731	8.045109825	8.826163929	8.812706785	8.627030404	8.425690079	8.345618142	8.956675266	8.557586235	9.085576027
RN7SL334P	7.572018029	7.56064618	7.467483283	8.924934207	8.660163514	7.928287407	7.537536807	7.721222257	8.618348792	8.737139158	8.787791579
RN7SL335P	6.902338934	6.987582365	6.95032843	8.027325485	7.727389554	7.008473443	6.891212587	7.0786632	7.894726834	7.910001057	7.910270954
RN7SL336P	4.43115491	4.580187703	4.524258045	5.028082868	4.87310447	4.992786555	4.931985556	4.948362559	5.203659268	5.111653174	4.793365306
RN7SL337P	7.443797252	7.256142627	7.415505172	8.823481887	8.630925972	8.033648749	8.166579885	8.0479691	8.815671486	8.729987743	8.705939899
RN7SL338P	5.923082608	5.896824017	5.641517129	6.645773699	6.479565258	5.300606983	5.413269114	5.61534861	6.408752615	6.07046876	6.153122326
RN7SL33P	7.556015493	7.273403991	7.668487923	9.56525253	9.165188401	8.178585183	7.780428219	8.04698209	8.970085753	8.98092499	8.893113407
RN7SL340P	7.227529307	7.04027876	7.047571106	8.195972539	7.836031414	7.616607653	7.703197622	7.472520264	8.053735862	7.984931073	7.968672552
RN7SL342P	6.698176797	6.662134275	7.012132849	8.301953395	8.185703044	6.972750085	7.039938938	6.824882389	8.052127839	8.482283612	8.325710208
RN7SL344P	4.802725726	4.839637162	4.954014799	5.757068597	5.417518378	5.288247809	5.393536329	5.491240622	5.373693447	5.61506017	5.656902465
RN7SL346P	6.375437421	6.270760652	6.436115188	6.658368599	6.670358829	6.590768171	6.518118069	6.597531174	7.018767685	6.861322682	7.047472953
RN7SL34P	7.928405857	7.858907256	7.794786241	8.786762968	8.956707206	8.59107348	7.896834913	8.005270849	8.882682784	8.767946062	8.939743749
RN7SL350P	5.240470804	5.142017173	5.361406939	6.972451419	6.624908016	6.322459991	5.847623661	6.221921536	6.774826585	6.853346987	6.718210909
RN7SL351P	7.432065795	7.394848505	7.05315479	8.701181683	8.364191574	7.556429415	7.416915725	7.474022256	8.616295201	8.741264725	8.595410416
RN7SL352P	8.193614063	8.294211774	8.216008562	9.542300618	9.477223986	8.509695842	8.080870812	8.445830142	9.367772923	9.549684571	9.895139
RN7SL354P	6.474697236	6.529496147	6.560109629	8.155728997	7.997947208	7.06733755	6.607118703	6.838674493	8.000231038	7.970865155	8.245414847
RN7SL357P	6.80704574	7.109151579	7.079676775	8.566510756	8.786410132	8.506732045	8.06725687	8.034138665	8.34108734	8.950923267	8.771644625
RN7SL359P	8.046769331	8.070759615	8.121683736	9.909632115	9.699477022	8.736970103	8.066917964	8.620417793	9.777914447	9.876110172	9.899254193
RN7SL35P	8.717213727	8.646814287	8.810468811	9.575425793	9.67639965	9.17661948	9.063214396	9.336046788	9.854033061	9.506212357	9.470815437
RN7SL361P	5.256833289	5.419663605	5.25016575	6.660951428	6.684987005	5.374743909	5.335265286	5.336376232	6.038190327	6.527340941	7.110791261
RN7SL362P	5.753232798	6.091528477	5.734584988	7.499064548	6.754780632	5.974871132	5.740827744	5.994462059	6.827107662	6.950281766	7.191592259
RN7SL363P	6.073997989	6.329717419	6.341918164	6.943897891	7.11020662	6.609630872	6.461587492	6.579967549	6.881101721	7.575932484	7.320809573
RN7SL364P	7.724643451	7.786073552	7.763677142	8.117367781	8.399256559	8.018667553	7.846242565	7.785465546	7.993057258	8.339075014	8.286931959
RN7SL366P	7.358492968	7.200731895	7.274326898	8.696536391	8.444054109	7.128695514	7.652637067	7.493447195	8.188168462	8.353967208	8.792526779
RN7SL368P	10.66094965	10.67921617	9.439949286	8.627592248	9.174089276	9.31270601	10.99727123	10.76354436	9.802412966	8.50324934	8.361158629
RN7SL369P	4.517861472	4.593867647	4.778403096	5.611603235	4.775308707	4.628656962	4.809496764	4.650885162	5.181384859	5.363525048	5.664690469
RN7SL36P	8.109809764	8.153339222	8.263095456	10.04509071	9.914586946	8.972164182	8.355368717	8.575527902	9.806960381	10.10326158	10.01254074
RN7SL370P	6.871474058	7.317032669	6.783430461	7.822558085	8.416822856	7.412171807	7.345165702	7.246826089	8.410883777	8.271173526	8.331839549
RN7SL372P	4.767691871	4.843049205	4.897622834	5.103233247	5.352497246	4.954428984	4.847851628	4.782806929	5.301938767	5.686648991	5.475097857
RN7SL375P	6.966857251	7.191039468	7.057721023	8.41708034	8.151843599	7.250658454	6.695631981	7.055672887	8.007784168	8.38765549	8.355359907
RN7SL378P	5.525267092	5.537647068	5.577957468	6.415197539	6.629969999	6.139209567	6.136435452	6.254119693	6.428927926	6.577211274	6.723736021
RN7SL379P	4.961715924	4.734899258	4.726139124	5.299116416	5.375849199	4.969109037	4.975515551	5.17210743	5.430007548	5.507252339	5.262482018
RN7SL37P	5.322371655	5.169588333	5.310503723	6.101387446	5.82310734	5.657868623	5.611417334	5.474247825	5.662114331	5.861354943	5.751455687
RN7SL380P	4.97390052	5.09638837	5.201018232	5.924337464	6.308124203	5.41547137	5.009817423	5.310769084	6.103938186	6.54210789	5.893789325
RN7SL381P	5.573962198	5.579337059	5.55839316	6.254299246	6.432271291	6.041317463	5.932944627	6.254414526	6.621158097	6.871412451	6.365150095
RN7SL382P	6.70129953	6.779903168	6.692999007	7.769672577	7.874938327	7.154048466	6.937167811	7.057948414	7.643906683	8.015225468	8.123961003
RN7SL383P	4.361115631	4.568184151	4.483041834	4.61786266	4.636143159	5.021119897	4.898198676	4.86904226	4.791485912	5.107394949	4.629933583
RN7SL384P	5.836186726	6.013748091	6.338114163	6.630561277	6.85333451	6.142768758	6.148659609	5.953963599	6.863987993	6.787223484	6.830103176
RN7SL385P	6.711577501	6.773284293	6.899828177	8.135991386	7.76954035	7.244725356	7.129241796	7.057948414	7.876848421	7.981670022	8.22351426
RN7SL386P	5.316703303	5.072264471	5.504674413	5.769113174	6.032173593	5.760612178	5.380504356	5.502371977	6.000622028	6.101904256	5.849716596
RN7SL388P	7.417253377	7.212695783	7.432057441	8.585796318	8.682257252	7.653382523	7.47161019	7.58981591	8.619108504	8.501248047	8.796328443
RN7SL38P	8.498398481	8.660416691	8.601637096	10.03048782	9.657865052	8.831741096	8.279768422	8.877551019	9.930849674	10.13932112	10.03406987
RN7SL390P	4.218277454	4.492462106	4.368363276	4.657051147	4.590973214	4.458591988	4.488386467	4.470270036	4.468772276	4.750949452	4.566486401
RN7SL392P	4.230664159	4.310063772	4.286681581	4.638172331	4.734492861	4.274925074	4.32450821	4.278995767	4.77747232	4.481292482	4.861598119
RN7SL393P	5.685194507	5.548248569	5.742426666	6.47264373	6.427700025	5.976872247	5.918410088	5.663874004	6.368436617	6.450694947	6.398918087
RN7SL394P	8.668268074	8.63795071	8.606383003	10.05205174	10.05198379	8.95930649	8.430987713	8.669710664	10.11129219	10.35067404	10.26312833
RN7SL395P	8.006006223	8.024945713	8.017387478	9.755461794	9.480073219	8.638330921	8.478288304	8.413708312	9.596627717	9.868740774	9.588667794
RN7SL396P	13.73777547	13.84325371	13.70181543	13.90837386	13.9516763	14.12286034	14.04089757	14.07817583	14.05833003	13.98141566	13.79381665
RN7SL397P	5.449260919	5.361361316	5.64038956	6.608603762	6.609236371	5.535623759	5.578947768	5.75153067	6.273219338	6.11021915	6.522487375
RN7SL398P	6.484856721	6.798763389	6.526264476	8.406549425	8.18053578	7.509719591	7.604182547	7.192430912	7.848741856	8.073129348	7.962566374
RN7SL399P	7.41040895	7.333853043	7.623384049	8.625862235	8.694107113	7.847339278	7.454743448	7.537761979	8.662750253	9.05186691	8.71045863
RN7SL39P	5.682809233	6.026892991	6.079092189	7.388766431	7.550946825	6.476441637	6.176673828	6.437976728	7.527281506	7.769051005	7.464308855
RN7SL400P	5.946772152	5.599547347	5.843288073	7.139707647	7.162164814	5.597342061	5.591592196	5.739300539	7.286320756	7.35867532	7.418813724
RN7SL401P	6.8623522	6.813909425	7.241878309	8.629873857	8.722592391	7.387853627	7.308084147	7.322135467	8.222553427	8.64021601	8.472495895
RN7SL402P	6.306120034	6.530652911	6.393841752	7.487397915	7.319654059	6.517248918	6.502311505	6.466126233	7.404366711	7.488089169	7.634462584
RN7SL403P	6.422233001	6.32679079	6.48683663	7.976019878	7.813210412	7.458923307	7.280937761	7.553237611	7.89038589	7.864879462	7.988764203
RN7SL404P	6.019884241	6.036523115	6.205150062	7.731509115	7.916733393	6.276971158	6.407580491	6.37734937	7.494279591	7.746971074	7.97103191
RN7SL408P	8.658589962	8.607785246	8.48348529	10.56987459	10.21390617	9.189174706	9.414253948	9.412190865	10.15863493	10.36683581	10.45322947
RN7SL40P	5.326159799	5.321646742	5.376363322	6.115424503	6.191454081	5.476611749	5.478531813	5.621125854	6.241491287	6.683219219	6.386412633
RN7SL411P	6.77638039	6.644014878	6.644043728	8.034727445	7.492245777	6.797064872	6.656167408	6.897022552	7.798789305	8.097800391	8.117523629
RN7SL413P	5.890543972	5.934521219	5.964033522	6.433418525	6.240797055	6.137622377	6.066496102	6.00271602	6.255825492	6.719443584	6.368368515
RN7SL414P	7.674637192	7.65737562	7.718053325	8.321801854	8.075677022	7.794513342	7.7130909	7.785700934	8.139582048	8.218001305	8.316820037
RN7SL415P	5.324076111	5.603368194	5.65507414	6.569184219	6.870044085	5.898774289	5.688037649	5.673615781	6.476132143	6.63846922	6.66351541
RN7SL416P	6.248885828	6.35314859	6.021606313	6.511556592	6.845101098	6.407133475	6.38062037	6.433977617	6.761670898	6.723176268	6.883351996
RN7SL417P	5.638151051	5.639173999	5.774747436	6.808427738	6.97041386	5.719248482	5.656574045	5.784062486	7.06531044	6.72452881	7.179924344
RN7SL418P	7.140144679	7.144892725	7.081105239	8.789148875	8.296714353	7.558604387	7.532114319	7.647810962	8.289682332	8.692992035	8.653167527
RN7SL419P	6.773152397	6.717854607	6.652615557	7.857278132	7.675018447	7.326887841	7.481476555	7.265418142	7.209609324	7.837167459	7.534769761
RN7SL41P	4.415670794	4.435155174	4.5239947	5.107127084	4.861161366	4.48658567	4.474059582	4.551239141	5.071295022	5.167839602	5.387989723
RN7SL420P	6.756169328	6.673415087	6.693082667	8.248624964	8.196528361	7.100798981	6.825187772	6.897542973	8.096857441	8.180620313	8.235631336
RN7SL423P	4.996171784	5.090760296	4.906568358	5.354688406	5.466026688	5.232687615	5.166000347	5.283303236	5.585296085	5.417224679	5.374924706
