Sample	Test-Sample 1	Test-Sample 2	Test-Sample 3	Test-Sample 4	Test-Sample 5	Test-Sample 6	Test-Sample 7	Test-Sample 8	Test-Sample 9	Test-Sample 10
BLOC1S4	6.806027547	6.789637972	6.97869902	6.500405321	6.761763964	6.707428159	7.233408769	6.753764969	6.767535628	6.657797184
BLOC1S6	9.514601632	10.10399587	9.17307745	10.21042783	9.172959982	9.900764186	8.121124221	9.702503445	9.891258163	9.916290025
BLVRA	7.535625314	7.523938262	7.356249472	8.273124205	7.345564921	8.162748811	7.279118379	7.493038825	7.573063933	7.719724213
BLVRB	8.093539049	8.066315267	8.029635089	8.655219432	7.934439836	8.244045051	8.033345909	8.089641151	8.078508434	8.551039142
BLZF1	7.447984113	8.390633296	6.843908492	8.888776729	7.34040204	8.694483258	7.057829309	8.038172764	8.389618434	8.716034037
BMF	7.671703814	7.600225144	7.862916262	7.324783607	7.691066497	7.4741034	7.800854613	7.569574635	7.961461271	7.922144317
BMP1	6.916328754	6.602579403	6.632135997	6.189779103	6.719477461	6.205050609	7.338356075	6.728187321	6.570085697	6.315048513
BMP10	5.208747442	4.909509114	5.255353435	4.863383461	5.427877658	4.853327024	5.724388337	5.146980997	5.118172815	4.920903029
BMP15	6.103506032	5.713473126	5.793235233	5.578567428	6.063679817	5.712323392	6.385255004	5.897806742	5.678057816	5.740843931
BMP2	6.556901448	6.479773798	6.792113516	6.377819588	6.937473871	6.382629214	7.147428818	6.615042509	6.496352092	6.392902969
BMP2K	7.223548047	8.713785156	7.476762403	8.792155824	7.469259218	8.652963251	7.260533823	7.803220577	7.905248596	8.744897732
BMP3	7.107164756	6.506879586	6.677381388	6.651324414	6.960500126	6.377456961	7.745385252	6.727634609	6.611766986	6.308917812
BMP4	5.711899575	5.564896373	5.760974039	5.592184918	5.822663874	5.534248403	6.306234894	5.624890475	5.76105917	5.605870604
BMP5	5.197566633	4.886179428	5.159152837	5.138028045	5.140979016	4.838205526	6.006017448	5.059835461	5.051794059	5.047830632
BMP6	7.664241044	7.969760638	7.504191333	7.429615964	7.54067827	7.575357717	7.711357238	7.676210981	7.68901255	8.106295968
BMP7	5.274302668	5.186924398	5.287601576	4.959292577	5.344917243	4.924232934	5.696183043	5.182886921	5.178312287	5.031333436
BMP8A	8.005804173	7.449990488	7.996789816	7.437127844	7.881786959	7.227163451	8.417325118	7.80685891	7.566312863	7.488948755
BMP8B	8.026407248	8.1090105	8.174361473	7.515084788	8.085923853	7.790094312	8.292201978	7.914648232	7.748105614	7.784589045
BMPER	6.858602712	6.157041688	6.480879042	6.316017183	6.8474583	6.187346134	7.491436258	6.60551952	6.518332128	6.028847587
BMPR1A	7.435513336	7.25968689	6.6826646	7.500029197	7.069416599	7.564055378	8.412104868	7.149578289	7.238597257	6.735122664
BMPR1B	5.795740977	5.451184731	5.519183325	5.473062785	5.803611945	5.44140048	6.443754162	5.508650491	5.519230512	5.403175676
BMPR2	7.330881034	8.364712493	6.819272205	8.846797293	7.391698992	8.996891478	6.899453603	7.711212672	7.794324883	8.770198059
BMS1	8.306512888	8.350514927	8.834483691	8.705653121	8.544972158	8.631431733	9.050025473	8.326155304	8.23882029	8.5706982
BMS1P20	9.18151009	9.223823136	8.618921366	9.936927921	9.766509032	9.486495169	9.852056596	9.779727562	9.761582812	9.6706651
BMS1P5	8.156770753	8.316806464	8.329608002	8.926082466	7.98261717	8.653407604	8.272396509	8.187228338	8.458377903	8.483549781
BMX	5.079958315	5.096485359	5.135826236	4.95697199	5.420074746	5.088268828	5.208973687	5.18557322	5.228314621	4.996366148
BNC1	6.326301841	6.082423713	6.254658286	6.024926881	6.556625604	6.015838738	6.98545489	6.287660672	6.201128045	6.154293581
BNC2	6.85379609	6.846393021	6.698287944	6.331701634	6.53638089	7.025781848	7.274559862	6.490631097	6.445294664	6.591484946
BNIP1	6.696299908	6.697120479	6.673245465	6.815114267	6.710627377	6.798309782	6.529905257	6.80383406	6.617971356	6.913056943
BNIP2	9.552970668	9.833282273	9.145646889	10.29847503	9.404313485	10.18949102	5.997536299	9.630207049	10.2764734	10.44231114
BNIP3	7.69128988	8.245238939	7.800472851	8.625398356	7.818454358	8.403050381	7.867371415	8.730405601	9.054004597	8.68060215
BNIP3L	10.43562859	11.19122581	9.770515239	11.01915285	10.48630208	10.89792107	7.757570022	11.01344132	11.41618528	11.4905601
BNIP3P1	5.492891463	5.61049928	5.808547229	5.726695004	5.723293697	5.61010354	5.923315599	5.544027826	5.691084648	5.619374859
BNIPL	6.767098586	6.601030869	6.629570823	6.239134501	6.924515622	6.296851984	7.515928444	6.581519974	6.502661574	6.225552582
BOC	6.439094496	6.310029224	6.588515268	6.106222673	6.619860482	5.946457171	6.955091899	6.216066783	6.351315603	6.314553337
BOD1	7.698899096	7.941746036	7.913050957	8.057304046	7.942098058	7.969524668	7.691799342	7.997185127	7.734777351	7.885592666
BOD1L1	8.869124949	9.418166752	8.960349528	9.463984082	8.963711086	9.338246117	6.644649454	9.360032801	9.432366511	9.476849467
BOD1L2	7.804434375	7.611142865	7.92544169	7.259611462	7.857663816	7.429549016	8.014634253	7.665840417	7.602461334	7.563013182
BOK	8.030043581	7.862755124	8.191912978	7.431606246	8.115563915	7.61092148	8.700710198	7.95886587	7.727028702	7.433944245
BOLA1	7.359995478	7.030468511	7.333924583	6.695242214	7.264405066	7.18894484	7.901053924	7.155739115	7.169263615	7.117258678
BOLA2	11.61905511	11.66645276	11.39763141	11.84011473	11.54514693	11.96542685	9.992697342	11.74357226	11.60382302	11.86681571
BOLA3	8.567134703	8.721994612	9.080287243	9.145975439	9.010718308	8.978781949	9.050751992	8.98550043	8.756209367	8.936546664
BOLL	5.329697689	4.79369824	5.159455619	4.948058801	5.024239882	4.842259819	6.052161539	5.109582045	5.0158811	4.857662572
BOP1	8.126540232	8.247304759	8.173660298	7.981451652	8.150812083	8.10287661	8.588452815	8.070290669	7.828655017	8.065710196
BORA	6.171397001	6.306809053	6.403233632	7.082936719	6.119522185	7.211090091	6.707317714	5.877906176	6.590744222	6.571790559
BPESC1	6.809633096	6.620474978	6.726218159	6.536634214	6.967076361	6.538724386	7.219429925	6.762441838	6.896235515	6.737997654
BPGM	7.765203207	7.921858785	7.703702897	8.082042565	7.594242482	7.902917719	7.748561864	8.021984893	8.532129908	7.879963017
BPHL	6.035291788	6.17770456	6.450503606	6.326096865	6.171863322	6.325843301	6.56138724	6.288941724	6.076952379	6.278863854
BPI	6.920698227	6.864111841	6.372131994	6.545185359	6.431149895	6.201673064	6.669962172	7.183139098	8.091276694	7.416662434
BPIFA1	6.851636619	6.548630821	6.47365218	6.099985243	6.970163425	6.181480274	7.676105175	6.697843307	6.575115641	6.323411505
BPIFA2	6.853259645	6.436791481	6.519928693	6.2323672	6.924159284	6.184143399	7.592412186	6.747561952	6.262459467	6.161141963
BPIFA3	6.481886596	6.145308583	6.52992087	5.934082401	6.778839355	5.982446045	7.459275865	6.348078353	6.072116522	6.19766295
BPIFA4P	5.323903234	5.167795455	5.227055602	4.992999497	5.612874393	4.945303364	5.965608842	5.65600719	5.281479419	4.956600349
BPIFB1	6.761271974	6.632833839	6.625422467	6.39053872	7.032387414	6.090381345	7.739085249	6.83491343	6.539048666	6.400908461
BPIFB2	7.323153865	7.164333756	7.113825496	6.815370486	7.262395571	6.73826794	7.782572379	7.203876527	6.889558719	6.800654039
BPIFB3	7.812061757	7.743817876	7.678233917	6.939767252	7.920233743	7.182741949	8.436490853	7.690626612	7.284874984	7.07734983
BPIFB4	6.624315879	6.34560395	6.34932635	5.990103964	6.521163836	5.914598007	6.866586574	6.224460947	6.174873765	6.088834871
BPIFB6	6.704470853	6.733530599	6.697273415	6.318591614	7.092418887	6.465870012	7.411816019	6.949663322	6.744322582	6.516410762
BPIFB9P	5.944657025	5.648168394	5.762128292	5.355012341	5.902198471	5.387865725	6.363027388	5.81833733	5.608468634	5.421308894
BPIFC	5.315939318	4.983139548	5.216090071	5.023579168	5.549438149	5.024262048	6.243236832	5.281208615	5.165928013	4.957004504
BPNT1	6.037933451	6.251845938	6.168886689	7.307738161	6.101599655	6.724350134	6.394085358	6.005143945	6.20683269	6.420103387
BPTF	8.638106428	9.038200206	8.846765958	9.504534988	8.590938793	9.670206554	6.462026135	8.790824157	8.970589105	9.253450423
BPY2B	6.491431447	5.29909443	5.269541891	5.708035453	5.359654695	5.218261952	7.852161181	5.35109471	5.981430284	5.33193447
BRAF	10.12995268	9.931483621	10.49344519	9.839747059	10.26244725	10.08379841	8.290631747	10.25638562	10.40899838	10.11881133
BRAP	9.39904075	9.297982352	9.617118458	9.328046556	9.495335403	9.432186925	7.135965742	9.530384877	9.387599489	9.467982476
BRAT1	7.924670008	7.858124014	7.89186267	7.539569843	8.009677483	7.623683997	8.143520971	7.787243077	7.634549708	7.641025733
BRCA1	6.241476032	6.212367005	5.942491047	6.791983331	6.327071141	6.104881761	6.747212826	6.434473109	5.904669541	5.972731707
BRCA2	6.299244658	6.269786847	6.449274128	6.946391665	6.120455626	6.895072334	6.484520027	6.444347367	6.330509999	6.575344101
BRCC3	6.097115628	7.140298086	6.072772528	7.643444963	5.850076795	7.790941419	5.89966386	6.101788725	6.481277949	7.145076207
BRD1	8.910378899	8.484230795	9.693082667	8.262461347	9.20876841	8.99394886	7.042392632	8.604668121	9.174044321	8.639894163
BRD2	9.601100291	9.497420641	9.377506678	9.285813865	9.619294602	9.524621603	7.402717442	9.836334144	9.641386789	9.859553326
BRD3	8.473092829	8.498697651	8.437094545	8.145366672	8.337300772	8.400076767	8.820798039	8.346367462	8.294423169	8.227360832
BRD4	8.845374003	8.900700798	9.552738253	8.941423275	9.166361455	9.190824711	7.620718358	8.848685529	9.371369366	9.106238379
BRD7	8.647465622	8.420238159	8.360078905	9.286280516	8.529637475	8.936140271	7.165700944	8.625069533	8.565757094	8.714633619
BRD7P2	7.997444845	7.520571539	7.995490172	8.636664493	7.896138619	8.163911274	6.88062431	7.673570557	8.095808409	7.862178597
BRD7P3	4.98476685	4.646125575	4.843655992	5.040384055	4.997039632	4.921126727	5.151125926	4.827439072	4.924941831	4.835095132
BRD8	6.770485506	6.609424031	6.847333014	6.861818927	6.778839355	6.880036509	7.138435646	6.518256581	6.792517018	6.61439919
BRD9	7.940061012	7.910402886	8.391673219	8.049647102	8.057601899	8.563615766	7.311375959	8.111370448	8.039324862	8.077291074
BRDT	5.486791589	4.999553597	5.372001361	5.187989391	5.440234657	5.163446401	6.482574042	5.486167306	5.219567385	4.853282105
BRE	9.40003406	9.277908056	9.116455733	9.59214118	9.411472855	9.790138309	8.587436254	9.488537101	9.059939264	9.504004573
BREA2	6.767429691	6.799747872	7.311902679	6.250639507	7.006578546	6.328558251	7.664703267	6.977405868	6.539130888	6.371469998
BRF1	7.997642424	8.016067254	8.364861293	8.061668207	7.947227812	8.090747595	8.183714771	7.876056438	7.97853315	7.90063137
BRF2	7.445089359	7.52421259	7.535578661	7.308921452	7.481823645	7.635754391	7.270631721	7.519290279	7.469967353	7.488145419
BRI3	10.14468373	10.03961823	9.8957646	9.931646127	10.10281558	10.03204573	9.413247109	9.999816834	10.27978467	10.13415675
BRI3BP	7.245609747	7.508087906	6.798763389	8.02806076	7.146084939	7.96424844	7.345591532	7.325323446	7.205128553	7.586817275
BRICD5	8.460574665	8.492682408	8.431643851	8.112762676	8.568678193	8.113544238	8.744722857	8.37583009	8.188934952	8.153850926
BRINP1	5.970674226	5.862486107	5.837993685	5.592498897	6.118548689	5.723192654	7.080028692	5.960914771	6.06386314	5.645228982
BRINP2	6.565120362	6.283919921	6.345552503	6.014538297	6.848510274	5.973480408	7.280288245	6.479935436	6.514655675	5.971814824
BRINP3	5.361729765	5.169712589	5.372450688	5.304941742	5.562217997	5.159007479	6.405170402	5.252737329	5.411738073	5.181158221
BRIP1	5.564329387	5.928607199	5.438259579	6.44462069	5.605245408	6.462091593	5.738608429	5.569147755	5.842292509	6.006369843
BRIX1	7.544044832	8.049451073	7.958297503	8.468693274	7.515849619	8.515443599	6.426767933	7.554742322	7.716483393	8.62436048
BRK1	7.609707888	8.28346277	7.340271076	8.404643352	7.689324325	8.157068512	6.84600897	7.764785748	8.01966538	8.304299791
BRMS1	7.514161721	7.788737906	7.830838411	7.644923389	7.643870617	7.787367161	7.124627976	7.831174212	7.897010447	7.88747653
BRMS1L	5.085666841	5.328556455	5.073421809	5.332879758	5.19287668	5.151708663	5.251207811	5.079514651	5.196791933	5.437037933
BROX	9.69935035	9.999732288	8.9334133	10.59067125	9.343318984	10.41863271	7.222833535	9.596674301	10.27827521	10.19021976
BRPF1	8.829694198	8.531077293	8.371240842	8.546049426	8.581144078	8.969467109	7.193101483	8.614941687	8.417464369	9.035068497
BRPF3	7.461831381	7.711136942	7.683492947	7.332152944	7.530367318	7.656260383	7.380807357	7.514824495	7.706862041	7.587530015
BRS3	5.581529012	5.365090589	5.504973079	5.204383337	5.723173537	5.180605395	6.593437438	5.571613107	5.303967008	5.071483815
BRSK1	7.55444304	7.478899021	7.651195236	7.009593513	7.776505412	7.243021612	8.108838052	7.398042479	7.198769151	7.246759597
BRSK2	7.079836748	7.037546954	7.103077947	6.520832368	6.979716706	6.785537474	7.567735568	6.801727756	6.712004165	6.744349495
BRWD1	8.361518357	8.795818887	8.629108863	9.30929899	8.16924858	9.407340003	6.917634635	8.611677737	8.751724803	9.270419148
BRWD3	8.435270209	9.165630606	8.375960376	9.309028355	8.67960677	9.421839722	6.52271177	8.917822572	9.255042737	9.377607488
BSCL2	7.333217978	7.355025077	7.370094516	7.210690823	7.264020286	7.255123015	7.605894303	7.479974227	7.151057142	7.339342299
BSDC1	8.410688778	8.097932039	8.846148522	7.824920565	8.405826474	8.457183855	7.447504812	8.271953181	8.280097974	8.259037041
BSG	9.214039784	9.744436958	9.380404785	9.583079006	9.430481823	9.852247029	8.645179256	9.459163138	9.40541806	9.863960125
BSN	6.805227956	6.642531187	6.635245064	6.309479992	6.682657564	6.277638905	6.91189527	6.553449594	6.55400091	6.287754852
BSND	6.459300459	6.614129705	6.60923046	6.082600412	6.724786677	5.988134767	7.043103861	6.678029638	6.158064315	6.118305732
BSPH1	4.942298671	4.632681186	4.708258983	4.819928703	4.792803306	4.555711875	6.093697493	4.770829046	4.715602387	4.531287877
BSPRY	7.689019541	7.431297013	7.463933011	7.463082915	7.592307527	7.440030292	8.349387395	7.59897553	7.357120891	7.4292226
BST1	9.02517556	10.05161681	7.76884596	10.17892623	8.941135662	9.822871925	8.411277935	9.514165667	9.563926493	10.32712595
BST2	6.980219566	7.538421762	6.54116168	8.834401521	6.955336055	8.364751883	6.402084309	7.426868547	7.203778667	7.779955682
BSX	7.543975259	7.365841236	7.578274558	6.892718874	7.681217325	7.049478301	8.223224629	7.525317212	7.269968201	7.240762716
BTAF1	9.801740688	9.640297364	9.919770598	10.09155439	9.976435242	9.990189076	7.224908502	9.935963542	10.14430135	10.48988809
BTBD1	8.636722488	9.175407332	9.004585659	9.637353034	8.769408111	9.517041394	6.87682387	8.584526621	9.096736235	9.486064708
BTBD10	8.560172314	8.963699527	8.961137101	9.343312321	8.286211196	9.16343835	8.293057749	8.551985048	9.173029964	9.063737512
BTBD11	5.947775308	5.957249381	6.584979032	5.9674209	6.069474956	5.949832721	6.115279516	5.860775828	5.991725646	5.951385698
BTBD16	6.611939567	6.345408795	6.509155839	6.094290972	6.506516258	5.860610273	7.458849505	6.497882167	6.155955618	6.068900781
BTBD2	8.775086766	9.097573928	8.842325198	9.332314092	8.821196789	9.509672092	8.477648998	8.806304722	8.731023673	9.485046379
BTBD3	7.030998118	6.626123695	6.876001168	7.207063142	7.093232676	7.134693271	7.463663323	7.023599127	6.793141573	7.157114468
BTBD6	8.030634034	8.373495965	8.050926085	8.10863945	8.068977071	8.399465927	7.666429961	7.916840855	8.178699704	8.207263292
BTBD7	7.076078031	6.93659083	7.550546718	7.641820554	7.043771003	7.778983869	6.892439601	7.07307042	7.355218935	7.492349939
BTBD8	5.127398039	5.09173368	4.943893204	5.342380514	4.833041869	5.26094399	5.706425565	4.993379997	5.056024202	5.195894805
BTBD9	8.231514011	8.488458773	8.571851221	8.01058405	8.269126679	8.677821807	7.126756089	8.406409116	8.517224505	8.437806159
BTC	5.777267153	5.58258912	6.024217715	5.610773872	5.882618597	5.455027964	6.547978774	5.78780333	5.630256931	5.520940771
BTD	7.158589493	7.540546544	6.911859327	7.814659365	7.143648513	7.707759442	7.372255648	7.13692961	7.169293684	7.860087532
BTF3	10.13273106	9.992825068	10.04074178	10.2031522	10.05175274	10.22080152	9.022414977	10.02975654	10.13073786	10.29053729
BTF3L4	9.090973636	9.142597419	8.816955633	9.78199268	8.903736513	9.367469287	9.276647481	9.023395135	9.186561218	9.509117691
BTF3P10	7.251662292	7.562021041	7.327696345	7.664802803	7.37517848	7.47022773	7.436678233	7.441558175	7.424980856	7.778905045
BTF3P11	6.43105961	6.284839828	6.233709782	6.117649334	6.164205013	6.306863723	7.392600781	6.207947498	6.188865737	6.183935054
BTF3P13	4.53536248	4.50820678	4.460716357	4.527902323	4.641112462	4.499877769	4.696728332	4.557979801	4.500496149	4.439177628
BTF3P9	5.314399256	5.361915709	5.410995678	5.186282647	5.425902358	5.302238615	5.626812904	5.352232388	5.368712484	5.301968023
BTG1	12.49793165	12.56696971	12.56096805	12.16965885	12.63094053	12.39287818	7.705832796	12.54307292	12.63008507	12.62479089
BTG2	11.11790279	11.78889366	10.72015874	10.81121412	11.31136801	11.07696253	7.307410309	11.58276767	10.78398041	11.51922835
BTG3	7.82130204	8.462236408	7.983569397	7.88387737	8.083442096	8.154807985	7.453978431	7.868989188	7.97347926	8.597091625
BTG4	4.780876986	4.592235757	4.661373374	4.676910519	4.674195093	4.5773684	5.324968974	4.720366031	4.644410078	4.530345468
BTK	7.130652927	8.274881291	6.310389203	9.040218475	7.183139098	8.646025814	6.397809806	7.581268383	7.13008658	9.060182522
BTLA	6.760992662	8.17502552	7.577511913	8.226397742	6.949126345	7.784412372	7.120828834	6.857010581	7.649816618	7.736408697
BTN1A1	6.403255791	5.930564677	6.051300313	5.814253036	6.09286917	5.739416093	6.907299301	6.09547509	6.094529563	5.771272884
BTN2A1	8.098347967	7.986570215	8.183015001	8.077745034	7.969156247	8.512084633	7.898788797	8.216071635	8.183015001	7.993996962
BTN2A2	8.20477653	8.077953274	8.042244871	8.06446255	8.41138811	7.787700176	8.502573269	8.168556798	7.993634739	7.993957349
BTN2A3P	5.70576231	5.481870455	5.786436925	5.505992524	5.769573408	5.469000296	5.91482759	5.57358963	5.526945183	5.323445733
BTN3A1	9.587132425	9.799474292	9.58771752	10.52589269	8.879237084	10.35257316	7.567644313	10.20541451	9.33869182	9.765417058
BTN3A2	8.060020355	8.841580072	7.954807	9.691502759	7.713627087	9.570521752	7.635181204	8.483049898	8.222447165	8.643704699
BTN3A3	7.552492352	8.610164828	7.402082603	9.394557013	7.533695714	9.796743745	7.38451612	8.144015769	8.051502617	8.441981378
BTNL2	7.437369244	7.001273067	7.45623119	6.67407925	7.460971857	6.776498832	8.115927989	7.083798414	7.089551115	6.793466755
BTNL3	5.08920999	4.754839412	4.88961469	4.688146781	4.702225335	4.495407362	5.961725184	4.916376321	4.699534976	4.825429488
BTNL8	6.599431843	6.678006523	6.485329392	5.962656085	6.48120512	6.014518761	7.451791502	6.771601152	6.586662668	6.046079911
BTNL9	7.141821043	7.027397371	7.246617103	6.64656591	7.213172281	6.861186185	7.716846892	7.016005948	7.065959988	7.022390008
BTRC	7.519243094	7.406230521	7.710262308	7.892791719	7.714060016	8.187084791	7.495990898	7.692734051	7.601711371	7.61075911
